id,listing_url,scrape_id,last_scraped,source,name,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
8.11E+17,https://www.airbnb.com/rooms/810758618660068556,2.03E+13,6/22/2025,city scrape,Mongkok Room (MK1c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,30,1125,30,30,1125,1125,30,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.11E+17,https://www.airbnb.com/rooms/810789705476467748,2.03E+13,6/21/2025,city scrape,Super Economy Double Room in Tai Kok Tsui (TK6A),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.11E+17,https://www.airbnb.com/rooms/810851474840204058,2.03E+13,6/22/2025,city scrape,Central Flat Share room near Lan Kwai Fong (ML15a),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,0,,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,29,59,89,179,6/22/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.11E+17,https://www.airbnb.com/rooms/811163270172895759,2.03E+13,6/21/2025,city scrape,Sales Sales room in Causeway Bay flat share (c1a),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,30,1125,30,30,1125,1125,30,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.11E+17,https://www.airbnb.com/rooms/811226413779834896,2.03E+13,6/21/2025,city scrape,Sheung Wan Room in Flat Share (7b),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,179,6/21/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.11E+17,https://www.airbnb.com/rooms/811232927530500905,2.03E+13,6/21/2025,city scrape,(Sales) Fortress Hill Room in Flat Share (F4g),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Eastern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.11E+17,https://www.airbnb.com/rooms/811241400922503216,2.03E+13,6/21/2025,city scrape,Flat Share room in Yau Ma Tei (Y15b),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,179,6/21/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.11E+17,https://www.airbnb.com/rooms/811325907599743591,2.03E+13,6/21/2025,city scrape,Tai Kok Tsui Room in Flat Share (TK2d),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.11E+17,https://www.airbnb.com/rooms/811334086647124977,2.03E+13,6/21/2025,city scrape,near MTR Room in Sai Ying Pun Flat Share (S3b),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 private bath,0,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,60,140,6/21/2025,0,0,0,140,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.14E+17,https://www.airbnb.com/rooms/813677027352557796,2.03E+13,6/22/2025,city scrape,Central Flat Share Room Gough Street (ML19b),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.15E+17,https://www.airbnb.com/rooms/814892723878034040,2.03E+13,6/22/2025,city scrape,Economy Room for Gentleman in Sham Shui Po (SP2A),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Sham Shui Po,Private room in rental unit,Private room,1,1,1 private bath,0,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.15E+17,https://www.airbnb.com/rooms/814901279152940604,2.03E+13,6/21/2025,city scrape,Causeway Bay Room in Flat Share (10d),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,179,6/21/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.15E+17,https://www.airbnb.com/rooms/814940636696249027,2.03E+13,6/21/2025,city scrape,Sheung Wan Room in Flat Share (SW10a),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,32,1125,32,32,1125,1125,32,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.15E+17,https://www.airbnb.com/rooms/815018593854181651,2.03E+13,6/21/2025,city scrape,Economy Single Studio in Shek Tong Tsui (ST4d),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.18E+17,https://www.airbnb.com/rooms/818070765408717297,2.03E+13,6/21/2025,city scrape,Tai Kok Tsui Economy Double Room (TK2B),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.18E+17,https://www.airbnb.com/rooms/818123172462487384,2.03E+13,6/21/2025,city scrape,Central Flat Share Room near Soho (ML19c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.18E+17,https://www.airbnb.com/rooms/818340944778783727,2.03E+13,6/21/2025,city scrape,Central Room in Flat Share (ML13c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.18E+17,https://www.airbnb.com/rooms/818356311793602309,2.03E+13,6/21/2025,city scrape,Excellent and Comfort Room in CWB (C11C),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.19E+17,https://www.airbnb.com/rooms/818579161683392256,2.03E+13,6/21/2025,city scrape,Causeway Bay  ROOM - near Times SQ(c2f),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,1,1,1 private bath,1,5,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.19E+17,https://www.airbnb.com/rooms/818833106224348098,2.03E+13,6/21/2025,city scrape,Sheung Wan ROOM For 1 SALE   (sw18a),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.19E+17,https://www.airbnb.com/rooms/819366314685163977,2.03E+13,6/21/2025,city scrape,Economy Central Room (ML6D),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.22E+17,https://www.airbnb.com/rooms/822368569897787221,2.03E+13,6/21/2025,city scrape,Flat Share in Tai Kok Tsui (TK4b),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.23E+17,https://www.airbnb.com/rooms/823038303998841564,2.03E+13,6/21/2025,city scrape,Room available in Causeway bay (c11b),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,30,1125,30,30,1125,1125,30,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.23E+17,https://www.airbnb.com/rooms/823093125703255204,2.03E+13,6/21/2025,city scrape,Colorful and Excellent Central Single Room (ML8D,475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.23E+17,https://www.airbnb.com/rooms/823429847934050086,2.03E+13,6/21/2025,city scrape,Tai Kok Tsui Good Double Room (TK5A),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.23E+17,https://www.airbnb.com/rooms/823471842872119438,2.03E+13,6/21/2025,city scrape,Flat Share Room in Shamshuipo (SP1e),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Kowloon City,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,179,6/21/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.24E+17,https://www.airbnb.com/rooms/823553580171147560,2.03E+13,6/21/2025,city scrape,Room in Fortress Hill (Continental Mansion),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.24E+17,https://www.airbnb.com/rooms/823778544760712349,2.03E+13,6/21/2025,city scrape,Deluxe & Beautiful Sheung Wan Single Room (SW17B),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.24E+17,https://www.airbnb.com/rooms/823791976210947950,2.03E+13,6/22/2025,city scrape,"Room in Central for 2, 3/walk up ( ML3g)",475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.24E+17,https://www.airbnb.com/rooms/823806028158085229,2.03E+13,6/21/2025,city scrape,Sharing flat available in CWB  (C10b),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.24E+17,https://www.airbnb.com/rooms/824140375544981500,2.03E+13,6/21/2025,city scrape,North Point Room in Flat Share (2b),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Eastern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,179,6/21/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.24E+17,https://www.airbnb.com/rooms/824308897398012286,2.03E+13,6/21/2025,city scrape,Economy Single Studio in Shek Tong Tsui (ST4d),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.24E+17,https://www.airbnb.com/rooms/824334312029297767,2.03E+13,6/22/2025,city scrape,Tai Kok Tsui Room in Flat Share (TK1f),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,29,59,89,89,6/22/2025,0,0,0,89,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.24E+17,https://www.airbnb.com/rooms/824356923478292478,2.03E+13,6/21/2025,city scrape,Quarry Bay ROOM near MTR,475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Eastern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.24E+17,https://www.airbnb.com/rooms/824364269069942129,2.03E+13,6/21/2025,city scrape,Quarry Bay ROOM near MTR,475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Eastern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.24E+17,https://www.airbnb.com/rooms/824392362435931099,2.03E+13,6/21/2025,city scrape,"Room for 1 in Central, 3/walk up , no lift (ML3h)",475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.24E+17,https://www.airbnb.com/rooms/824410265449363972,2.03E+13,6/21/2025,city scrape,Near HKU - Kennedy Town room in flat share (K1c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Eastern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,291,1125,291,291,1125,1125,291,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.24E+17,https://www.airbnb.com/rooms/824441436208363506,2.03E+13,6/21/2025,city scrape,Good and Convenient Sai Ying Pun Room (S5A),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.24E+17,https://www.airbnb.com/rooms/824462978343041559,2.03E+13,6/22/2025,city scrape,30 Graham Street,475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
1.43E+18,https://www.airbnb.com/rooms/1429291594007391629,2.03E+13,6/21/2025,city scrape,Female_Privat Room Prince Edward,316249803,Susan N John,within an hour,100%,93%,f,Tong Mi,3,10,"['email', 'phone']",t,t,,Sham Shui Po,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,$131.00 ,70,365,70,70,365,365,70,365,,t,0,3,33,137,6/21/2025,0,0,0,137,0,0,0,,,,,,,,,,,f,3,2,1,0,
9436950,https://www.airbnb.com/rooms/9436950,2.03E+13,6/21/2025,city scrape,"(Windowless) Room in Sheung Wan, near SOHO",23134064,Dustin,within a few hours,100%,68%,f,Tai Kok Sui,27,84,"['email', 'phone']",t,t,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$132.00 ,28,365,28,28,365,365,28,365,,t,9,9,9,39,6/21/2025,6,0,0,9,0,0,0,12/27/2015,6/10/2019,4.67,4.6,4.67,4.83,4.83,5,4.83,,f,26,1,25,0,0.05
13006855,https://www.airbnb.com/rooms/13006855,2.03E+13,6/21/2025,city scrape,Cozy room at Tsim Sha Tsui,4584648,Ivy,within a day,50%,37%,f,Mong Kok,423,507,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,2,2 baths,1,1,$132.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,351,12,338,1,
38315934,https://www.airbnb.com/rooms/38315934,2.03E+13,6/21/2025,city scrape,標雙房Twin Room@Mong Kok-2107-距離旺角地鐵E1出口步行3到5分鐘,24358640,Janis,within a day,69%,100%,f,Mong Kok,96,120,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in condo,Private room,2,1,1 private bath,0,2,$132.00 ,10,50,10,10,50,50,10,50,,t,0,0,6,120,6/21/2025,0,0,0,6,0,0,0,,,,,,,,,,,t,74,0,74,0,
47243957,https://www.airbnb.com/rooms/47243957,2.03E+13,6/22/2025,city scrape,旺角區經濟標雙房Budget Twin Rm@Mong Kok1701,24358640,Janis,within a day,69%,100%,f,Mong Kok,96,120,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in condo,Private room,1,1,1 private bath,1,2,$132.00 ,28,90,28,28,1125,1125,28,1125,,t,0,0,6,102,6/22/2025,0,0,0,6,0,0,0,,,,,,,,,,,t,74,0,74,0,
1.05E+18,https://www.airbnb.com/rooms/1049995349801280712,2.03E+13,6/21/2025,city scrape,"日式旅館 - 全新裝修、簡約、乾淨,寧靜歡迎短期工作或交流學生",296674187,Yuk Yee Ada,a few days or more,25%,N/A,f,Tsim Sha Tsui,1,3,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in bed and breakfast,Private room,1,3,3 baths,14,14,$132.00 ,30,365,30,30,365,365,30,365,,t,26,56,86,87,6/21/2025,0,0,0,87,0,0,0,,,,,,,,,,,f,1,0,1,0,
47750224,https://www.airbnb.com/rooms/47750224,2.03E+13,6/21/2025,city scrape,旺角區經濟家庭房Budget Family Rm@Mong Kok0817,24358640,Janis,within a day,69%,100%,f,Mong Kok,96,120,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in condo,Private room,2,1,1 private bath,1,2,$133.00 ,7,45,7,7,1125,1125,7,1125,,t,0,0,0,114,6/21/2025,0,0,0,0,0,0,0,,,,,,,,,,,t,74,0,74,0,
43809972,https://www.airbnb.com/rooms/43809972,2.03E+13,6/21/2025,city scrape,旺角區經濟大床房Budget Double Rm for 1-2@Mong Kok1702,24358640,Janis,within a day,69%,100%,f,Mong Kok,96,120,"['email', 'phone']",t,t,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Private room in condo,Private room,2,1,1 private bath,1,,$134.00 ,1,50,1,1,50,50,1,50,,t,0,0,0,109,6/21/2025,1,0,0,0,0,0,0,2/16/2023,2/16/2023,5,5,5,5,5,5,5,,f,74,0,74,0,0.04
1.09E+18,https://www.airbnb.com/rooms/1091153970112789318,2.03E+13,6/21/2025,city scrape,Female Private Room  Prince Edward,316249803,Susan N John,within an hour,100%,93%,f,Tong Mi,3,10,"['email', 'phone']",t,t,,Sham Shui Po,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$135.00 ,28,240,28,28,1125,1125,28,1125,,t,0,0,0,272,6/21/2025,3,3,0,101,1,168,22680,12/31/2024,5/20/2025,4.67,4.67,4.67,5,5,4.67,4.67,,t,3,2,1,0,0.52
1.40E+18,https://www.airbnb.com/rooms/1397418740225834177,2.03E+13,6/22/2025,city scrape,獨立房間，學生宿舍-出租,120874880,Wai Lun Eric,within a day,100%,100%,f,Tsim Sha Tsui,1,1,['phone'],t,t,,Yau Tsim Mong,Private room in ryokan,Private room,1,3,3 baths,1,1,$135.00 ,30,90,30,30,90,90,30,90,,t,29,59,89,89,6/22/2025,0,0,0,89,0,0,0,,,,,,,,,,,f,1,0,1,0,
1.41E+18,https://www.airbnb.com/rooms/1410671002077081696,2.03E+13,6/21/2025,city scrape,Single bunk@CWB station 5 min,4209137,Cherry,within an hour,100%,99%,f,Wan Chai,43,48,"['email', 'phone']",t,t,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$135.00 ,1,365,1,28,365,1125,9.7,471.2,,t,26,56,86,190,6/21/2025,4,4,2,190,0,24,3240,5/12/2025,6/4/2025,5,4.75,5,5,5,4.75,5,,t,43,18,25,0,2.93
12937844,https://www.airbnb.com/rooms/12937844,2.03E+13,6/21/2025,city scrape,Room  in Tsmishatsui (T6d) available now,67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 bath,2,1,$136.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,281,24,257,0,
28566559,https://www.airbnb.com/rooms/28566559,2.03E+13,6/21/2025,city scrape,Fuk Lo Tsun Road Coliving Space Bunk 1A1 (Male),14861546,Tane Residence,within a few hours,92%,46%,f,Causeway Bay,125,129,"['email', 'phone']",t,t,,Kowloon City,Private room in serviced apartment,Private room,1,1,1 bath,1,1,$136.00 ,30,1125,30,30,1125,1125,30,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,124,113,11,0,
43107774,https://www.airbnb.com/rooms/43107774,2.03E+13,6/21/2025,city scrape,旺角區經濟大床房Budget Double Rm@Mong Kok2101,24358640,Janis,within a day,69%,100%,f,Mong Kok,96,120,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in condo,Private room,2,1,1 private bath,1,,$136.00 ,10,50,10,10,1125,1125,10,1125,,t,0,0,6,120,6/21/2025,1,0,0,6,0,0,0,4/28/2020,4/28/2020,5,5,4,5,5,5,5,,t,74,0,74,0,0.02
